postalCode,price,n_rooms,living_area,equipped_kitchen,fireplace,terrace,area_terrace,garden,area_garden,land_surface,n_facades,swimming_pool
6940.0,365000.0,3.0,119.0,1.0,0.0,1.0,18.0,0.0,0.0,1000.0,4.0,0.0
1420.0,369000.0,3.0,123.0,1.0,1.0,1.0,13.0,1.0,60.0,145.0,2.0,0.0
2627.0,369000.0,3.0,141.0,1.0,1.0,1.0,25.0,0.0,0.0,0.0,3.0,0.0
6750.0,370000.0,4.0,175.0,1.0,0.0,1.0,130.0,1.0,970.0,1715.0,4.0,0.0
1440.0,375000.0,3.0,142.0,1.0,0.0,1.0,25.0,1.0,250.0,563.0,2.0,0.0
1670.0,375000.0,3.0,124.0,1.0,1.0,1.0,18.0,0.0,0.0,792.0,4.0,0.0
2340.0,375000.0,3.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.0,4.0,0.0
1330.0,380000.0,4.0,238.0,1.0,0.0,1.0,25.0,1.0,550.0,670.0,3.0,0.0
3220.0,380000.0,3.0,190.0,0.0,1.0,1.0,30.0,1.0,720.0,1020.0,4.0,0.0
4020.0,380000.0,4.0,147.0,0.0,0.0,1.0,44.0,1.0,676.0,836.0,4.0,0.0
1000.0,385000.0,1.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0
4910.0,385000.0,5.0,277.0,1.0,0.0,0.0,0.0,1.0,1400.0,1750.0,3.0,0.0
1650.0,388000.0,4.0,139.0,1.0,1.0,0.0,0.0,0.0,0.0,229.0,3.0,0.0
1601.0,389000.0,4.0,148.0,1.0,1.0,1.0,32.0,1.0,180.0,350.0,2.0,0.0
8370.0,389000.0,3.0,222.0,1.0,1.0,1.0,17.0,0.0,0.0,111.0,2.0,0.0
1860.0,390000.0,4.0,156.0,1.0,1.0,1.0,18.0,0.0,0.0,638.0,3.0,0.0
2170.0,392500.0,5.0,125.0,1.0,1.0,1.0,35.0,1.0,90.0,345.0,2.0,0.0
1350.0,395000.0,6.0,300.0,1.0,0.0,1.0,18.0,1.0,1600.0,1750.0,3.0,0.0
1755.0,395000.0,3.0,165.0,1.0,0.0,1.0,25.0,0.0,0.0,448.0,3.0,0.0
7061.0,395000.0,5.0,206.0,1.0,0.0,1.0,18.0,0.0,0.0,10602.0,4.0,0.0
7190.0,395000.0,6.0,240.0,1.0,0.0,1.0,18.0,0.0,0.0,834.0,3.0,1.0
9070.0,395000.0,2.0,88.0,1.0,1.0,0.0,0.0,0.0,0.0,203.0,2.0,0.0
9810.0,395000.0,4.0,228.0,1.0,1.0,0.0,0.0,1.0,715.0,1050.0,3.0,0.0
1790.0,398000.0,4.0,195.0,1.0,0.0,1.0,18.0,1.0,630.0,654.0,3.0,0.0
9300.0,398000.0,3.0,480.0,1.0,0.0,1.0,18.0,1.0,50.0,362.0,2.0,0.0
1760.0,398500.0,5.0,215.0,1.0,0.0,1.0,18.0,0.0,0.0,769.0,4.0,0.0
1180.0,399000.0,2.0,107.0,1.0,0.0,1.0,44.0,0.0,0.0,0.0,2.0,0.0
1702.0,399000.0,4.0,185.0,0.0,1.0,0.0,0.0,1.0,130.0,1300.0,3.0,0.0
2960.0,399000.0,2.0,124.0,1.0,1.0,0.0,0.0,1.0,351.0,485.0,4.0,0.0
6900.0,399000.0,4.0,325.0,1.0,1.0,1.0,47.0,0.0,0.0,310.0,2.0,0.0
9991.0,399000.0,4.0,206.0,1.0,1.0,1.0,18.0,0.0,0.0,5239.0,4.0,0.0
4280.0,400000.0,3.0,215.0,0.0,0.0,1.0,18.0,1.0,2000.0,2406.0,3.0,1.0
3300.0,410000.0,4.0,180.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0,2.0,0.0
1650.0,415000.0,3.0,157.0,1.0,1.0,0.0,0.0,0.0,0.0,714.0,4.0,0.0
1654.0,415000.0,3.0,157.0,1.0,1.0,0.0,0.0,0.0,0.0,714.0,4.0,0.0
2800.0,415000.0,3.0,200.0,1.0,1.0,0.0,0.0,0.0,0.0,165.0,2.0,0.0
1000.0,420000.0,2.0,102.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0
1030.0,420000.0,7.0,263.0,1.0,0.0,1.0,18.0,1.0,1.0,180.0,2.0,0.0
1650.0,420000.0,3.0,132.0,1.0,1.0,1.0,18.0,0.0,0.0,196.0,3.0,0.0
1651.0,420000.0,3.0,132.0,1.0,1.0,1.0,18.0,0.0,0.0,196.0,3.0,0.0
2500.0,425000.0,3.0,145.0,1.0,1.0,1.0,20.0,1.0,60.0,170.0,3.0,0.0
4870.0,425000.0,6.0,330.0,1.0,0.0,0.0,0.0,1.0,10000.0,10207.0,4.0,0.0
2800.0,427000.0,3.0,173.0,1.0,1.0,1.0,18.0,1.0,105.0,307.0,3.0,0.0
2900.0,429000.0,3.0,137.0,1.0,0.0,1.0,18.0,1.0,55.0,107.0,2.0,0.0
8380.0,435000.0,4.0,253.0,1.0,1.0,0.0,0.0,0.0,0.0,424.0,4.0,0.0
1730.0,440000.0,2.0,180.0,1.0,0.0,1.0,3.0,0.0,0.0,167.0,2.0,0.0
2845.0,445000.0,3.0,314.0,1.0,1.0,1.0,18.0,1.0,32.0,336.0,3.0,0.0
3053.0,445000.0,3.0,132.0,1.0,1.0,0.0,0.0,0.0,0.0,978.0,4.0,0.0
4500.0,445000.0,9.0,420.0,1.0,1.0,1.0,60.0,1.0,6000.0,6345.0,4.0,0.0
2310.0,449000.0,4.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,1481.0,4.0,0.0
2310.0,449000.0,5.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.0,3.0,0.0
3320.0,449000.0,5.0,213.0,1.0,0.0,1.0,59.0,0.0,0.0,906.0,3.0,0.0
3460.0,449000.0,3.0,138.0,1.0,0.0,1.0,80.0,0.0,0.0,2156.0,4.0,0.0
2100.0,449900.0,3.0,327.0,1.0,0.0,1.0,8.0,0.0,0.0,232.0,2.0,0.0
2811.0,450000.0,2.0,158.0,1.0,1.0,1.0,22.0,1.0,200.0,478.0,4.0,0.0
8580.0,450000.0,3.0,614.0,1.0,1.0,1.0,335.0,1.0,335.0,473.0,2.0,0.0
1760.0,460000.0,5.0,377.0,1.0,0.0,1.0,18.0,0.0,0.0,975.0,3.0,0.0
1840.0,465000.0,3.0,182.0,1.0,1.0,1.0,18.0,0.0,0.0,1037.0,4.0,0.0
2900.0,469000.0,3.0,168.0,1.0,0.0,1.0,18.0,1.0,55.0,120.0,2.0,0.0
1420.0,475000.0,3.0,195.0,1.0,0.0,1.0,6.0,1.0,200.0,290.0,2.0,0.0
2960.0,475000.0,4.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,2.0,0.0
3370.0,475000.0,6.0,223.0,1.0,0.0,1.0,45.0,0.0,0.0,1442.0,4.0,0.0
1150.0,479000.0,3.0,120.0,1.0,0.0,1.0,18.0,1.0,90.0,258.0,3.0,0.0
1330.0,480000.0,3.0,150.0,1.0,0.0,1.0,18.0,1.0,500.0,659.0,4.0,0.0
2812.0,480000.0,3.0,250.0,1.0,1.0,0.0,0.0,0.0,0.0,160.0,2.0,0.0
8860.0,485000.0,3.0,224.0,1.0,0.0,1.0,30.0,1.0,360.0,716.0,4.0,0.0
9200.0,485000.0,4.0,292.0,1.0,0.0,1.0,18.0,0.0,0.0,1097.0,4.0,0.0
1850.0,495000.0,3.0,150.0,1.0,1.0,1.0,18.0,0.0,0.0,790.0,4.0,0.0
5030.0,495000.0,5.0,258.0,1.0,1.0,1.0,32.0,1.0,550.0,650.0,4.0,0.0
9600.0,495000.0,5.0,305.0,1.0,0.0,1.0,30.0,1.0,445.0,620.0,3.0,0.0
7120.0,499000.0,4.0,300.0,1.0,0.0,1.0,30.0,1.0,5082.0,5382.0,4.0,0.0
1020.0,500000.0,7.0,365.0,1.0,0.0,1.0,25.0,0.0,0.0,89.0,2.0,0.0
3012.0,525000.0,5.0,222.0,1.0,0.0,1.0,160.0,0.0,0.0,1150.0,3.0,0.0
2650.0,529000.0,4.0,170.0,1.0,1.0,1.0,47.0,0.0,0.0,0.0,2.0,0.0
4500.0,545000.0,6.0,260.0,1.0,1.0,1.0,11.0,1.0,130.0,280.0,2.0,0.0
1650.0,549000.0,6.0,320.0,1.0,0.0,1.0,50.0,1.0,2000.0,2640.0,4.0,0.0
1840.0,549000.0,5.0,170.0,1.0,1.0,0.0,0.0,0.0,0.0,1170.0,4.0,0.0
1982.0,549000.0,2.0,130.0,0.0,0.0,1.0,18.0,0.0,0.0,1872.0,4.0,0.0
3040.0,549000.0,3.0,141.0,1.0,0.0,1.0,40.0,0.0,0.0,7381.0,4.0,0.0
1330.0,550000.0,2.0,114.0,1.0,0.0,1.0,30.0,1.0,1500.0,2279.0,4.0,0.0
3220.0,550000.0,2.0,133.0,1.0,0.0,1.0,6.0,0.0,0.0,13466.0,4.0,0.0
8501.0,558000.0,4.0,405.0,1.0,0.0,1.0,90.0,0.0,0.0,278.0,3.0,0.0
1880.0,569000.0,3.0,278.0,1.0,1.0,1.0,18.0,0.0,0.0,1171.0,4.0,0.0
3320.0,570000.0,4.0,288.0,1.0,0.0,1.0,18.0,0.0,0.0,371.0,3.0,0.0
1000.0,575000.0,5.0,220.0,1.0,0.0,1.0,15.0,1.0,48.0,120.0,2.0,0.0
1300.0,575000.0,4.0,320.0,1.0,0.0,1.0,18.0,1.0,620.0,620.0,2.0,1.0
6700.0,578000.0,4.0,229.0,1.0,1.0,1.0,25.0,0.0,0.0,886.0,4.0,0.0
2570.0,585000.0,5.0,243.0,1.0,1.0,1.0,18.0,0.0,0.0,665.0,3.0,0.0
1325.0,595000.0,4.0,224.0,1.0,0.0,1.0,18.0,1.0,1700.0,1800.0,4.0,0.0
1850.0,595000.0,3.0,210.0,1.0,0.0,1.0,10.0,1.0,90.0,161.0,3.0,0.0
2100.0,599000.0,12.0,526.0,1.0,1.0,0.0,0.0,1.0,131.0,350.0,2.0,0.0
2840.0,599000.0,4.0,282.0,1.0,0.0,1.0,24.0,1.0,144.0,353.0,2.0,1.0
1980.0,599999.0,4.0,211.0,1.0,0.0,0.0,0.0,0.0,0.0,1100.0,4.0,0.0
1760.0,619000.0,5.0,307.0,1.0,0.0,1.0,18.0,0.0,0.0,886.0,4.0,0.0
1761.0,619000.0,5.0,307.0,1.0,0.0,1.0,18.0,0.0,0.0,886.0,4.0,0.0
4000.0,625000.0,4.0,350.0,1.0,0.0,0.0,0.0,0.0,0.0,125.0,2.0,0.0
8000.0,630000.0,3.0,203.0,1.0,0.0,1.0,22.0,1.0,36.0,114.0,3.0,0.0
9170.0,648000.0,4.0,398.0,1.0,1.0,1.0,79.0,0.0,0.0,0.0,3.0,0.0
3290.0,649000.0,3.0,286.0,1.0,0.0,1.0,60.0,0.0,0.0,1098.0,4.0,0.0
3360.0,649000.0,4.0,288.0,1.0,0.0,1.0,50.0,0.0,0.0,2002.0,3.0,0.0
9600.0,649000.0,4.0,220.0,1.0,1.0,0.0,0.0,0.0,0.0,3678.0,4.0,0.0
1150.0,650000.0,3.0,135.0,1.0,0.0,1.0,18.0,1.0,123.0,254.0,3.0,0.0
1970.0,650000.0,4.0,160.0,1.0,0.0,1.0,20.0,1.0,300.0,530.0,4.0,0.0
3840.0,650000.0,6.0,320.0,1.0,1.0,1.0,35.0,0.0,0.0,240.0,3.0,0.0
1000.0,670000.0,5.0,234.0,1.0,0.0,1.0,18.0,1.0,30.0,100.0,2.0,0.0
8500.0,675000.0,4.0,269.0,1.0,0.0,1.0,27.0,1.0,280.0,450.0,2.0,0.0
1653.0,685000.0,4.0,227.0,1.0,1.0,1.0,30.0,0.0,0.0,716.0,4.0,0.0
1330.0,690000.0,5.0,237.0,1.0,0.0,1.0,85.0,1.0,520.0,800.0,2.0,0.0
6860.0,690000.0,9.0,671.0,1.0,0.0,1.0,18.0,0.0,0.0,2803.0,4.0,0.0
1160.0,695000.0,2.0,170.0,1.0,0.0,1.0,18.0,0.0,0.0,135.0,2.0,0.0
9340.0,695000.0,5.0,470.0,1.0,0.0,1.0,18.0,0.0,0.0,3026.0,4.0,1.0
9667.0,695000.0,3.0,523.0,1.0,0.0,0.0,0.0,0.0,0.0,1551.0,4.0,0.0
8520.0,725000.0,4.0,444.0,1.0,0.0,1.0,18.0,0.0,0.0,614.0,3.0,1.0
1730.0,749000.0,4.0,245.0,1.0,0.0,1.0,30.0,0.0,0.0,2295.0,4.0,0.0
5004.0,770000.0,5.0,460.0,1.0,0.0,1.0,84.0,1.0,1049.0,1200.0,4.0,0.0
1950.0,780000.0,5.0,448.0,1.0,1.0,1.0,4.0,1.0,370.0,448.0,3.0,1.0
7850.0,790000.0,4.0,300.0,1.0,0.0,1.0,40.0,1.0,300.0,2500.0,2.0,0.0
1040.0,795000.0,5.0,288.0,1.0,1.0,1.0,19.0,1.0,70.0,150.0,2.0,0.0
1040.0,795000.0,9.0,355.0,1.0,0.0,1.0,18.0,1.0,80.0,0.0,2.0,0.0
2800.0,795000.0,3.0,211.0,1.0,1.0,1.0,26.0,0.0,0.0,0.0,2.0,0.0
1930.0,799000.0,4.0,395.0,1.0,0.0,1.0,74.0,1.0,1500.0,1930.0,3.0,1.0
3000.0,799000.0,8.0,243.0,1.0,0.0,1.0,42.0,0.0,0.0,230.0,2.0,0.0
9031.0,799000.0,5.0,379.0,1.0,1.0,0.0,0.0,0.0,0.0,1925.0,4.0,0.0
1861.0,825000.0,6.0,301.0,1.0,1.0,1.0,18.0,0.0,0.0,549.0,4.0,0.0
4560.0,825000.0,6.0,550.0,1.0,0.0,0.0,0.0,1.0,2800.0,3208.0,3.0,0.0
1880.0,830000.0,6.0,304.0,1.0,1.0,1.0,18.0,0.0,0.0,1180.0,4.0,0.0
1150.0,845000.0,5.0,210.0,1.0,0.0,1.0,15.0,0.0,0.0,248.0,2.0,0.0
3590.0,845000.0,5.0,360.0,1.0,0.0,1.0,18.0,0.0,0.0,9111.0,4.0,0.0
8000.0,845000.0,5.0,385.0,0.0,0.0,1.0,20.0,1.0,40.0,170.0,2.0,0.0
1160.0,849000.0,4.0,267.0,1.0,0.0,1.0,20.0,1.0,100.0,320.0,3.0,0.0
1160.0,849000.0,4.0,267.0,1.0,0.0,1.0,20.0,1.0,100.0,320.0,3.0,0.0
1210.0,849000.0,7.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,2.0,0.0
1650.0,850000.0,5.0,300.0,0.0,1.0,0.0,0.0,1.0,610.0,1220.0,4.0,0.0
2170.0,850000.0,5.0,420.0,1.0,0.0,0.0,0.0,1.0,3230.0,3653.0,4.0,1.0
3890.0,850000.0,4.0,415.0,1.0,1.0,1.0,18.0,0.0,0.0,4051.0,4.0,0.0
9031.0,850000.0,4.0,260.0,1.0,1.0,0.0,0.0,0.0,0.0,1213.0,4.0,0.0
1410.0,870000.0,4.0,300.0,1.0,1.0,1.0,100.0,0.0,0.0,1359.0,4.0,0.0
1410.0,870000.0,4.0,300.0,1.0,1.0,1.0,100.0,0.0,0.0,1359.0,4.0,0.0
3740.0,870000.0,3.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,2457.0,4.0,1.0
8500.0,875000.0,5.0,529.0,1.0,0.0,1.0,70.0,1.0,370.0,652.0,2.0,0.0
9750.0,935000.0,6.0,552.0,1.0,1.0,1.0,18.0,0.0,0.0,1577.0,4.0,0.0
9750.0,935000.0,6.0,552.0,1.0,1.0,1.0,18.0,0.0,0.0,1577.0,4.0,0.0
9750.0,935000.0,6.0,552.0,1.0,1.0,1.0,18.0,0.0,0.0,1577.0,4.0,0.0
9772.0,935000.0,6.0,552.0,1.0,1.0,1.0,18.0,0.0,0.0,1577.0,4.0,0.0
9772.0,935000.0,6.0,552.0,1.0,1.0,1.0,18.0,0.0,0.0,1577.0,4.0,0.0
9772.0,935000.0,6.0,552.0,1.0,1.0,1.0,18.0,0.0,0.0,1577.0,4.0,0.0
1860.0,975000.0,5.0,373.0,1.0,0.0,1.0,100.0,1.0,3968.0,3963.0,4.0,0.0
1860.0,975000.0,5.0,373.0,1.0,0.0,1.0,100.0,1.0,3968.0,3963.0,4.0,0.0
8300.0,975000.0,6.0,215.0,1.0,0.0,1.0,18.0,1.0,249.0,249.0,4.0,0.0
1700.0,980000.0,5.0,350.0,1.0,0.0,1.0,78.0,1.0,500.0,1114.0,4.0,0.0
8800.0,985000.0,5.0,879.0,1.0,0.0,1.0,70.0,1.0,150.0,549.0,3.0,0.0
8500.0,995000.0,3.0,260.0,1.0,1.0,1.0,40.0,0.0,0.0,2500.0,3.0,0.0
9860.0,1095000.0,4.0,600.0,1.0,1.0,1.0,40.0,0.0,0.0,1481.0,4.0,0.0
1080.0,1270000.0,5.0,525.0,0.0,1.0,1.0,45.0,1.0,400.0,560.0,3.0,0.0
1000.0,1290000.0,4.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,4.0,0.0
1000.0,1299000.0,5.0,526.0,1.0,0.0,1.0,9.0,0.0,0.0,105.0,3.0,0.0
2970.0,1350000.0,5.0,693.0,1.0,1.0,1.0,56.0,1.0,2706.0,3054.0,4.0,0.0
1860.0,1375000.0,4.0,320.0,1.0,1.0,1.0,1.0,1.0,950.0,1105.0,4.0,0.0
9000.0,1400000.0,4.0,327.0,1.0,0.0,1.0,18.0,0.0,0.0,326.0,2.0,0.0
6850.0,1650000.0,9.0,850.0,1.0,1.0,1.0,18.0,0.0,0.0,3285.0,4.0,0.0
8400.0,1800000.0,2.0,440.0,1.0,0.0,1.0,18.0,0.0,0.0,700.0,4.0,0.0
1180.0,2190000.0,4.0,300.0,1.0,1.0,0.0,0.0,0.0,0.0,1600.0,2.0,0.0
8000.0,2500000.0,5.0,942.0,1.0,0.0,1.0,50.0,1.0,1180.0,1180.0,2.0,0.0
8300.0,2595000.0,3.0,390.0,1.0,0.0,1.0,18.0,1.0,1179.0,1179.0,4.0,1.0
1180.0,3850000.0,7.0,535.0,1.0,1.0,1.0,18.0,1.0,7000.0,8071.0,4.0,0.0
8300.0,3950000.0,5.0,217.0,1.0,0.0,1.0,18.0,0.0,0.0,730.0,3.0,0.0
8300.0,3995000.0,5.0,260.0,1.0,0.0,1.0,18.0,1.0,925.0,925.0,3.0,0.0
4920.0,219500.0,2.0,120.0,1.0,1.0,1.0,25.0,1.0,25.0,110.0,2.0,0.0
4050.0,69000.0,2.0,100.0,1.0,0.0,1.0,25.0,0.0,0.0,180.0,4.0,0.0
6750.0,245000.0,4.0,176.0,0.0,1.0,1.0,30.0,0.0,0.0,275.0,2.0,0.0
2180.0,349000.0,4.0,212.0,0.0,0.0,0.0,0.0,1.0,45.0,126.0,2.0,0.0
4020.0,479000.0,4.0,295.0,1.0,0.0,1.0,20.0,1.0,20.0,0.0,3.0,0.0
1457.0,495000.0,4.0,218.0,1.0,0.0,1.0,18.0,1.0,900.0,1020.0,4.0,0.0
1200.0,559000.0,4.0,212.0,1.0,0.0,0.0,0.0,0.0,0.0,175.0,2.0,0.0
3870.0,975000.0,5.0,700.0,1.0,1.0,1.0,100.0,0.0,0.0,3600.0,4.0,0.0
1180.0,545000.0,3.0,117.0,1.0,1.0,1.0,18.0,0.0,0.0,193.0,3.0,0.0
9620.0,240000.0,4.0,272.0,1.0,1.0,1.0,18.0,0.0,0.0,726.0,3.0,0.0
4000.0,299000.0,2.0,270.0,1.0,0.0,1.0,29.0,1.0,100.0,0.0,2.0,0.0
8480.0,319000.0,3.0,213.0,1.0,1.0,1.0,18.0,0.0,0.0,325.0,2.0,0.0
5150.0,325000.0,4.0,160.0,1.0,1.0,1.0,18.0,0.0,0.0,1227.0,4.0,0.0
8300.0,475000.0,3.0,137.0,1.0,0.0,0.0,0.0,0.0,0.0,166.0,2.0,0.0
7912.0,550000.0,3.0,215.0,1.0,1.0,1.0,18.0,0.0,0.0,3130.0,4.0,1.0
1090.0,569000.0,4.0,246.0,1.0,0.0,1.0,18.0,1.0,100.0,0.0,2.0,0.0
9700.0,569000.0,3.0,300.0,1.0,1.0,1.0,18.0,0.0,0.0,1265.0,4.0,0.0
1000.0,580000.0,5.0,353.0,1.0,0.0,0.0,0.0,1.0,35.0,0.0,2.0,0.0
3090.0,735000.0,5.0,282.0,1.0,0.0,1.0,18.0,1.0,1900.0,2533.0,4.0,0.0
1950.0,1250000.0,9.0,629.0,1.0,1.0,1.0,20.0,1.0,1400.0,1900.0,4.0,0.0
9600.0,138000.0,4.0,150.0,1.0,0.0,1.0,20.0,1.0,100.0,176.0,2.0,0.0
1080.0,549000.0,0.0,250.0,1.0,0.0,1.0,18.0,0.0,0.0,250.0,2.0,0.0
7850.0,1349000.0,5.0,520.0,1.0,0.0,1.0,18.0,1.0,3250.0,3250.0,4.0,1.0
3090.0,890000.0,4.0,250.0,1.0,0.0,1.0,35.0,1.0,730.0,840.0,4.0,0.0
4920.0,219000.0,2.0,131.0,1.0,0.0,1.0,18.0,0.0,0.0,134.0,2.0,0.0
1020.0,495000.0,0.0,330.0,1.0,0.0,1.0,23.0,0.0,0.0,68.0,2.0,0.0
8300.0,5650000.0,6.0,402.0,0.0,0.0,1.0,18.0,0.0,0.0,561.0,4.0,0.0
8210.0,185000.0,3.0,125.0,1.0,1.0,0.0,0.0,0.0,0.0,216.0,3.0,0.0
9320.0,199000.0,3.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0,3.0,0.0
9600.0,225000.0,2.0,145.0,1.0,1.0,1.0,18.0,0.0,0.0,280.0,2.0,0.0
3090.0,640000.0,4.0,190.0,1.0,0.0,0.0,0.0,1.0,230.0,560.0,4.0,0.0
2390.0,749900.0,7.0,400.0,0.0,1.0,1.0,50.0,1.0,1000.0,1470.0,4.0,0.0
2840.0,297000.0,4.0,220.0,1.0,1.0,1.0,18.0,0.0,0.0,210.0,3.0,0.0
7970.0,525000.0,2.0,400.0,1.0,1.0,1.0,18.0,1.0,15264.0,15264.0,4.0,0.0
1640.0,619000.0,4.0,282.0,1.0,1.0,1.0,18.0,1.0,230.0,0.0,3.0,0.0
1200.0,840000.0,4.0,225.0,1.0,0.0,1.0,18.0,1.0,65.0,130.0,2.0,0.0
1000.0,1075000.0,8.0,663.0,1.0,0.0,1.0,12.0,0.0,0.0,251.0,2.0,0.0
1410.0,2250000.0,7.0,886.0,1.0,1.0,1.0,200.0,1.0,500.0,1359.0,4.0,1.0
1180.0,765000.0,3.0,220.0,1.0,0.0,1.0,18.0,1.0,190.0,345.0,3.0,0.0
1300.0,500000.0,5.0,145.0,1.0,1.0,1.0,25.0,1.0,650.0,858.0,4.0,0.0
4570.0,89000.0,2.0,79.0,1.0,1.0,1.0,41.0,1.0,51.0,147.0,2.0,0.0
6880.0,99900.0,3.0,171.0,1.0,0.0,1.0,6.0,1.0,32.0,145.0,3.0,0.0
6001.0,100000.0,2.0,120.0,1.0,1.0,1.0,10.0,1.0,90.0,0.0,2.0,0.0
6500.0,150000.0,2.0,115.0,1.0,0.0,1.0,13.0,0.0,0.0,80.0,2.0,0.0
7500.0,150000.0,2.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,103.0,2.0,0.0
6761.0,188000.0,4.0,250.0,0.0,1.0,0.0,0.0,0.0,0.0,823.0,2.0,0.0
4500.0,190000.0,4.0,242.0,1.0,1.0,0.0,0.0,0.0,0.0,122.0,2.0,0.0
4101.0,199000.0,4.0,200.0,1.0,1.0,1.0,15.0,1.0,45.0,155.0,2.0,0.0
4101.0,199000.0,4.0,200.0,1.0,1.0,1.0,15.0,1.0,45.0,155.0,2.0,0.0
4500.0,199000.0,2.0,110.0,1.0,1.0,1.0,22.0,1.0,620.0,710.0,3.0,0.0
5300.0,220000.0,3.0,228.0,1.0,1.0,1.0,50.0,1.0,845.0,1020.0,4.0,0.0
6747.0,220000.0,3.0,150.0,1.0,0.0,1.0,18.0,1.0,1200.0,1400.0,4.0,0.0
4020.0,224000.0,4.0,169.0,1.0,1.0,1.0,20.0,0.0,0.0,130.0,2.0,0.0
1300.0,245000.0,2.0,112.0,1.0,1.0,1.0,10.0,1.0,55.0,142.0,2.0,0.0
2310.0,245000.0,2.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,2.0,0.0
4500.0,249000.0,3.0,227.0,1.0,1.0,0.0,0.0,0.0,0.0,75.0,2.0,0.0
4530.0,249000.0,4.0,234.0,1.0,1.0,1.0,35.0,1.0,420.0,764.0,2.0,0.0
6500.0,265000.0,4.0,140.0,1.0,0.0,1.0,90.0,1.0,850.0,1341.0,4.0,1.0
9000.0,269900.0,3.0,110.0,1.0,1.0,1.0,4.0,0.0,0.0,49.0,2.0,0.0
3590.0,274000.0,3.0,117.0,0.0,0.0,0.0,0.0,1.0,911.0,911.0,4.0,0.0
6760.0,280000.0,4.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,340.0,2.0,0.0
7830.0,297500.0,3.0,124.0,1.0,0.0,1.0,18.0,1.0,718.0,1167.0,4.0,0.0
9230.0,305000.0,3.0,147.0,0.0,0.0,1.0,22.0,0.0,0.0,85.0,2.0,0.0
4557.0,325000.0,4.0,220.0,1.0,1.0,1.0,20.0,1.0,1350.0,2161.0,3.0,0.0
6900.0,330000.0,3.0,124.0,1.0,1.0,1.0,30.0,1.0,1271.0,1418.0,4.0,1.0
4690.0,335000.0,4.0,175.0,1.0,1.0,1.0,15.0,1.0,100.0,419.0,3.0,0.0
9300.0,335000.0,2.0,130.0,1.0,0.0,1.0,18.0,0.0,0.0,280.0,3.0,0.0
2660.0,349000.0,3.0,164.0,1.0,1.0,0.0,0.0,1.0,72.0,168.0,2.0,0.0
3400.0,349000.0,3.0,340.0,1.0,0.0,1.0,18.0,0.0,0.0,4789.0,4.0,0.0
6440.0,349000.0,3.0,260.0,1.0,1.0,1.0,100.0,1.0,1650.0,2417.0,3.0,1.0
6900.0,359000.0,4.0,304.0,1.0,1.0,1.0,18.0,1.0,16.0,1930.0,4.0,0.0
2627.0,360000.0,4.0,165.0,1.0,0.0,0.0,0.0,1.0,52.0,200.0,2.0,0.0
1800.0,369000.0,3.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,2.0,0.0
4430.0,370000.0,3.0,146.0,1.0,1.0,0.0,0.0,0.0,0.0,575.0,4.0,0.0
4430.0,370000.0,3.0,146.0,1.0,1.0,0.0,0.0,0.0,0.0,575.0,4.0,0.0
2610.0,375000.0,3.0,146.0,1.0,1.0,0.0,0.0,1.0,92.0,180.0,2.0,0.0
4260.0,419000.0,5.0,274.0,1.0,0.0,1.0,45.0,0.0,0.0,1535.0,4.0,0.0
2000.0,425000.0,7.0,205.0,1.0,1.0,1.0,12.0,1.0,26.0,88.0,2.0,0.0
2000.0,425000.0,7.0,205.0,1.0,1.0,1.0,12.0,1.0,26.0,88.0,2.0,0.0
6800.0,425000.0,4.0,294.0,1.0,0.0,1.0,55.0,0.0,0.0,2100.0,4.0,0.0
7912.0,425000.0,4.0,218.0,1.0,0.0,1.0,35.0,1.0,10500.0,1653.0,4.0,0.0
2660.0,439000.0,3.0,184.0,1.0,1.0,0.0,0.0,1.0,135.0,234.0,2.0,0.0
1070.0,440000.0,5.0,157.0,1.0,0.0,1.0,20.0,1.0,70.0,300.0,3.0,0.0
1400.0,445000.0,4.0,181.0,1.0,1.0,1.0,8.0,1.0,70.0,165.0,2.0,0.0
1400.0,445000.0,4.0,181.0,1.0,1.0,1.0,8.0,1.0,70.0,165.0,2.0,0.0
7032.0,449500.0,4.0,257.0,1.0,1.0,1.0,22.0,1.0,837.0,1042.0,4.0,0.0
2850.0,459000.0,4.0,175.0,1.0,1.0,1.0,52.0,1.0,186.0,275.0,2.0,0.0
1150.0,495000.0,2.0,92.0,1.0,0.0,1.0,10.0,1.0,100.0,239.0,3.0,0.0
