postalCode,price,n_rooms,living_area,equipped_kitchen,fireplace,terrace,area_terrace,garden,area_garden,n_facades
1190.0,420000.0,2.0,114.0,1.0,1.0,1.0,5.0,0.0,0.0,2.0
1000.0,434000.0,3.0,120.0,1.0,1.0,1.0,10.0,0.0,0.0,2.0
1030.0,435000.0,2.0,104.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
8300.0,435000.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1000.0,445000.0,3.0,125.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
1000.0,449000.0,2.0,96.0,1.0,0.0,1.0,9.0,0.0,0.0,2.0
1030.0,449000.0,3.0,156.0,1.0,0.0,1.0,8.0,1.0,23.0,2.0
9000.0,449000.0,2.0,122.0,1.0,0.0,1.0,98.0,0.0,0.0,2.0
1000.0,450000.0,2.0,102.0,1.0,0.0,1.0,25.0,0.0,0.0,2.0
9000.0,450000.0,3.0,167.0,1.0,1.0,1.0,5.0,0.0,0.0,2.0
1030.0,460000.0,2.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1150.0,460000.0,3.0,150.0,1.0,1.0,1.0,30.0,0.0,0.0,2.0
1180.0,465000.0,2.0,115.0,1.0,0.0,1.0,11.0,0.0,0.0,3.0
2930.0,469000.0,2.0,143.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
1000.0,495000.0,3.0,148.0,1.0,0.0,1.0,20.0,0.0,0.0,2.0
1050.0,495000.0,3.0,105.0,1.0,0.0,1.0,52.0,0.0,0.0,2.0
1090.0,495000.0,3.0,125.0,1.0,0.0,1.0,25.0,0.0,0.0,2.0
1200.0,495000.0,3.0,124.0,1.0,0.0,1.0,36.0,1.0,65.0,2.0
2870.0,495000.0,4.0,245.0,1.0,1.0,1.0,23.0,0.0,0.0,2.0
1070.0,499000.0,3.0,162.0,1.0,0.0,1.0,40.0,1.0,370.0,4.0
1150.0,499000.0,3.0,120.0,1.0,0.0,1.0,7.0,0.0,0.0,2.0
9820.0,500000.0,2.0,130.0,0.0,1.0,1.0,20.0,0.0,0.0,2.0
1040.0,525000.0,3.0,79.0,1.0,0.0,1.0,10.0,0.0,0.0,2.0
1050.0,525000.0,2.0,112.0,1.0,0.0,1.0,18.0,1.0,40.0,2.0
1200.0,525000.0,3.0,141.0,1.0,0.0,1.0,10.0,0.0,0.0,2.0
1050.0,535000.0,2.0,129.0,1.0,0.0,1.0,18.0,0.0,0.0,4.0
1150.0,550000.0,3.0,145.0,1.0,0.0,1.0,16.0,0.0,0.0,3.0
1180.0,560000.0,2.0,120.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
8300.0,565000.0,2.0,72.0,1.0,0.0,1.0,16.0,0.0,0.0,2.0
8300.0,565000.0,2.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
8300.0,585000.0,1.0,76.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
1050.0,595000.0,4.0,137.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1150.0,595000.0,4.0,181.0,1.0,0.0,1.0,29.0,0.0,0.0,2.0
1050.0,625000.0,2.0,120.0,1.0,0.0,1.0,9.0,0.0,0.0,2.0
1150.0,635000.0,3.0,160.0,1.0,0.0,1.0,18.0,1.0,17.0,3.0
1150.0,650000.0,3.0,150.0,1.0,0.0,1.0,50.0,1.0,200.0,3.0
1050.0,660000.0,3.0,170.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
1180.0,660000.0,3.0,182.0,1.0,0.0,1.0,10.0,0.0,0.0,2.0
8300.0,675000.0,2.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
8300.0,675000.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
8300.0,695000.0,2.0,56.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
8300.0,695000.0,2.0,75.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
1060.0,699000.0,2.0,170.0,1.0,0.0,1.0,16.0,1.0,90.0,2.0
8300.0,735000.0,2.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2930.0,750000.0,2.0,220.0,1.0,0.0,1.0,18.0,0.0,0.0,3.0
9600.0,750000.0,2.0,426.0,1.0,1.0,1.0,10.0,1.0,35.0,2.0
8000.0,775000.0,3.0,118.0,1.0,0.0,1.0,16.0,0.0,0.0,3.0
1000.0,840000.0,3.0,160.0,1.0,0.0,1.0,10.0,0.0,0.0,2.0
1150.0,850000.0,1.0,95.0,1.0,0.0,1.0,50.0,1.0,1000.0,2.0
1000.0,890000.0,4.0,185.0,1.0,0.0,1.0,11.0,0.0,0.0,2.0
1150.0,890000.0,4.0,239.0,1.0,0.0,1.0,200.0,1.0,160.0,3.0
2930.0,949000.0,3.0,313.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
8300.0,1090000.0,3.0,98.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
8300.0,1150000.0,2.0,110.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0
8300.0,1175000.0,2.0,73.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
8300.0,1185000.0,3.0,100.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
1050.0,1250000.0,4.0,318.0,1.0,0.0,1.0,37.0,0.0,0.0,2.0
8300.0,1350000.0,2.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
8300.0,1475000.0,2.0,76.0,1.0,0.0,1.0,18.0,0.0,0.0,3.0
1050.0,1495000.0,3.0,160.0,1.0,1.0,1.0,65.0,0.0,0.0,2.0
1180.0,1590000.0,3.0,319.0,1.0,1.0,1.0,135.0,1.0,900.0,3.0
8300.0,1695000.0,3.0,135.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
8300.0,1750000.0,3.0,131.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
8300.0,1850000.0,3.0,125.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
8300.0,1995000.0,2.0,89.0,1.0,0.0,1.0,18.0,0.0,0.0,3.0
8300.0,1995000.0,4.0,128.0,1.0,0.0,1.0,9.0,0.0,0.0,3.0
8301.0,1995000.0,4.0,147.0,1.0,0.0,1.0,18.0,0.0,0.0,3.0
8300.0,2195000.0,3.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
8300.0,2250000.0,2.0,84.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
8301.0,2650000.0,3.0,228.0,1.0,0.0,1.0,18.0,0.0,0.0,3.0
8300.0,2700000.0,3.0,105.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
8300.0,4295000.0,3.0,163.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
8300.0,4295000.0,3.0,163.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
4540.0,159000.0,2.0,103.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0
1050.0,590000.0,1.0,115.0,0.0,0.0,1.0,18.0,1.0,50.0,2.0
3530.0,110000.0,2.0,80.0,1.0,0.0,1.0,9.0,0.0,0.0,2.0
2490.0,239000.0,3.0,110.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2400.0,309000.0,3.0,210.0,1.0,0.0,1.0,11.0,0.0,0.0,2.0
1040.0,369000.0,1.0,75.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
1190.0,159000.0,1.0,55.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0
1190.0,199000.0,2.0,79.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0
8620.0,245000.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1180.0,275000.0,2.0,79.0,1.0,1.0,1.0,10.0,0.0,0.0,2.0
1400.0,298000.0,2.0,100.0,1.0,0.0,1.0,26.0,0.0,0.0,3.0
1180.0,399000.0,3.0,116.0,1.0,0.0,1.0,46.0,0.0,0.0,3.0
1180.0,448000.0,3.0,116.0,1.0,0.0,1.0,46.0,0.0,0.0,3.0
2000.0,595000.0,2.0,145.0,1.0,0.0,1.0,10.0,0.0,0.0,2.0
1180.0,698000.0,4.0,233.0,1.0,0.0,1.0,10.0,0.0,0.0,2.0
1160.0,225000.0,1.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
8301.0,225000.0,2.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
8670.0,265000.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1190.0,300000.0,2.0,110.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
8370.0,339000.0,2.0,96.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0
8670.0,435000.0,1.0,50.0,1.0,0.0,1.0,10.0,0.0,0.0,2.0
2018.0,569000.0,2.0,164.0,1.0,1.0,1.0,74.0,0.0,0.0,2.0
2018.0,569000.0,2.0,164.0,1.0,1.0,1.0,74.0,0.0,0.0,2.0
8301.0,995000.0,3.0,129.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
2000.0,1195000.0,2.0,219.0,1.0,0.0,1.0,34.0,0.0,0.0,2.0
4460.0,159000.0,1.0,101.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
8530.0,189500.0,3.0,110.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
4032.0,195000.0,3.0,110.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0
1932.0,295000.0,2.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
8670.0,365000.0,2.0,62.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
1200.0,495000.0,2.0,142.0,1.0,0.0,0.0,0.0,1.0,60.0,2.0
1180.0,615000.0,2.0,114.0,1.0,0.0,1.0,11.0,0.0,0.0,2.0
8670.0,625000.0,3.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
8300.0,695000.0,3.0,106.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0
1050.0,795000.0,3.0,330.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1000.0,895000.0,3.0,210.0,1.0,1.0,1.0,150.0,0.0,0.0,2.0
1000.0,895000.0,3.0,210.0,1.0,1.0,1.0,150.0,0.0,0.0,2.0
1000.0,895000.0,3.0,210.0,1.0,1.0,1.0,150.0,0.0,0.0,2.0
2930.0,295000.0,2.0,101.0,0.0,1.0,1.0,18.0,0.0,0.0,2.0
8000.0,365000.0,2.0,105.0,1.0,0.0,1.0,45.0,0.0,0.0,2.0
1030.0,369000.0,2.0,120.0,1.0,0.0,1.0,15.0,0.0,0.0,2.0
1050.0,695000.0,3.0,240.0,1.0,0.0,1.0,10.0,0.0,0.0,2.0
1090.0,239000.0,2.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
8531.0,209000.0,2.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
8400.0,210000.0,2.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1190.0,285000.0,3.0,105.0,1.0,0.0,1.0,13.0,0.0,0.0,2.0
1180.0,180000.0,1.0,48.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
1160.0,399000.0,2.0,91.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0
1050.0,1395000.0,4.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8300.0,1495000.0,2.0,126.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
1140.0,126000.0,0.0,25.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0
2830.0,139000.0,2.0,70.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
2830.0,139000.0,1.0,67.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
2830.0,139000.0,2.0,70.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
1210.0,145000.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
4460.0,149500.0,3.0,195.0,1.0,1.0,1.0,18.0,1.0,80000.0,2.0
1030.0,154000.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
5500.0,165000.0,3.0,118.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
8430.0,165000.0,1.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
1342.0,175000.0,1.0,60.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
3000.0,175000.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,240.0,2.0
1060.0,179000.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1050.0,180000.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
7050.0,185000.0,2.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2100.0,189500.0,2.0,95.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0
1080.0,195000.0,2.0,90.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0
1050.0,199000.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8430.0,199000.0,1.0,41.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
8434.0,225000.0,2.0,79.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
1020.0,230000.0,2.0,98.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0
1325.0,230000.0,2.0,70.0,1.0,1.0,1.0,14.0,0.0,0.0,2.0
1420.0,230000.0,2.0,107.0,1.0,0.0,1.0,25.0,1.0,30.0,4.0
1120.0,240000.0,2.0,75.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0
1150.0,249000.0,1.0,60.0,1.0,0.0,1.0,9.0,0.0,0.0,4.0
1080.0,250000.0,3.0,102.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0
1190.0,260000.0,2.0,85.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0
1030.0,269000.0,1.0,70.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
1050.0,275000.0,2.0,90.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0
2018.0,275000.0,1.0,71.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
2600.0,275000.0,1.0,71.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
8430.0,280000.0,2.0,60.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
1030.0,295000.0,1.0,75.0,1.0,1.0,1.0,7.0,0.0,0.0,2.0
1080.0,310000.0,2.0,107.0,1.0,0.0,0.0,0.0,1.0,24.0,2.0
8434.0,315000.0,2.0,81.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
1030.0,319000.0,2.0,113.0,1.0,1.0,1.0,7.0,0.0,0.0,2.0
8430.0,325000.0,2.0,66.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
1180.0,335000.0,2.0,90.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0
9700.0,348000.0,3.0,150.0,0.0,0.0,1.0,25.0,0.0,0.0,4.0
8430.0,365000.0,1.0,58.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
1000.0,375000.0,2.0,90.0,0.0,0.0,1.0,12.0,0.0,0.0,2.0
1180.0,389000.0,2.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8710.0,399000.0,3.0,170.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
1040.0,419000.0,2.0,98.0,1.0,0.0,1.0,8.0,0.0,0.0,4.0
1040.0,419000.0,2.0,98.0,1.0,0.0,1.0,8.0,0.0,0.0,4.0
1180.0,435000.0,2.0,118.0,0.0,0.0,1.0,100.0,0.0,0.0,4.0
1050.0,450000.0,2.0,105.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1190.0,450000.0,2.0,93.0,0.0,0.0,1.0,13.0,0.0,0.0,3.0
2890.0,460000.0,2.0,165.0,0.0,1.0,1.0,18.0,0.0,0.0,2.0
9000.0,490000.0,2.0,127.0,1.0,0.0,1.0,80.0,1.0,85.0,2.0
1000.0,510000.0,2.0,107.0,1.0,0.0,1.0,8.0,0.0,0.0,2.0
1050.0,525000.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1000.0,545000.0,2.0,168.0,1.0,1.0,1.0,16.0,0.0,0.0,3.0
2000.0,869000.0,2.0,135.0,0.0,0.0,1.0,14.0,0.0,0.0,2.0
1180.0,1245000.0,4.0,265.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0
1180.0,1245000.0,4.0,265.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0
1180.0,1340000.0,3.0,179.0,1.0,1.0,1.0,36.0,0.0,0.0,4.0
1180.0,1340000.0,3.0,179.0,1.0,1.0,1.0,36.0,0.0,0.0,4.0
1050.0,2100000.0,5.0,440.0,0.0,0.0,1.0,97.0,0.0,0.0,4.0
4600.0,95000.0,2.0,109.0,1.0,0.0,1.0,18.0,1.0,663.0,3.0
9000.0,199000.0,1.0,56.0,1.0,0.0,1.0,7.0,0.0,0.0,2.0
8400.0,200000.0,3.0,101.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
8400.0,225000.0,1.0,65.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
1081.0,249000.0,2.0,105.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0
1180.0,250000.0,2.0,80.0,0.0,0.0,1.0,24.0,0.0,0.0,4.0
9000.0,279000.0,3.0,101.0,1.0,0.0,1.0,7.0,0.0,0.0,2.0
9030.0,355000.0,3.0,128.0,1.0,0.0,0.0,0.0,1.0,63.0,2.0
9050.0,373500.0,2.0,75.0,1.0,0.0,1.0,10.0,0.0,0.0,2.0
1150.0,375000.0,1.0,80.0,1.0,0.0,1.0,7.0,0.0,0.0,2.0
1050.0,275000.0,0.0,54.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0
1000.0,295000.0,1.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
6230.0,199000.0,2.0,125.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
1050.0,480000.0,2.0,90.0,1.0,0.0,1.0,7.0,0.0,0.0,2.0
1050.0,420000.0,2.0,92.0,1.0,0.0,1.0,23.0,0.0,0.0,2.0
1000.0,795000.0,2.0,155.0,1.0,0.0,1.0,50.0,0.0,0.0,2.0
8760.0,275000.0,2.0,129.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
1040.0,340000.0,2.0,76.0,1.0,0.0,0.0,0.0,1.0,50.0,2.0
1050.0,1495000.0,3.0,150.0,1.0,0.0,1.0,40.0,0.0,0.0,3.0
9340.0,320405.0,2.0,96.0,1.0,0.0,1.0,10.0,0.0,0.0,2.0
6880.0,164000.0,1.0,87.0,1.0,0.0,1.0,28.0,0.0,0.0,2.0
8400.0,279000.0,2.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1180.0,405000.0,2.0,92.0,1.0,0.0,1.0,31.0,0.0,0.0,4.0
1160.0,521500.0,2.0,105.0,1.0,0.0,1.0,8.0,0.0,0.0,2.0
8370.0,449000.0,2.0,82.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
2000.0,345000.0,1.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
5580.0,89000.0,3.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1080.0,259000.0,2.0,92.0,1.0,0.0,1.0,7.0,0.0,0.0,2.0
1080.0,360000.0,2.0,128.0,1.0,0.0,1.0,15.0,0.0,0.0,2.0
4500.0,95000.0,0.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0
7110.0,95000.0,2.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2800.0,108000.0,1.0,13.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
4820.0,109000.0,4.0,129.0,1.0,0.0,1.0,46.0,0.0,0.0,3.0
1300.0,119000.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
9051.0,135000.0,1.0,63.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
2018.0,139000.0,1.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
2830.0,139000.0,1.0,67.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
6940.0,139000.0,1.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
6630.0,144900.0,2.0,77.0,1.0,0.0,0.0,0.0,1.0,300.0,2.0
6630.0,144900.0,2.0,77.0,1.0,0.0,0.0,0.0,1.0,300.0,2.0
4500.0,149000.0,2.0,107.0,1.0,1.0,1.0,6.0,0.0,0.0,2.0
1081.0,150000.0,1.0,59.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0
1180.0,151000.0,0.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1140.0,159000.0,1.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
6630.0,159900.0,2.0,76.0,1.0,0.0,0.0,0.0,1.0,300.0,2.0
1070.0,160000.0,1.0,56.0,1.0,0.0,1.0,8.0,0.0,0.0,2.0
1030.0,165000.0,1.0,45.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
2930.0,165000.0,1.0,73.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
1050.0,170000.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1030.0,175000.0,1.0,37.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
1083.0,179000.0,1.0,60.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
6630.0,179900.0,3.0,108.0,1.0,0.0,0.0,0.0,1.0,300.0,2.0
1040.0,180000.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
6042.0,185000.0,2.0,68.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
3200.0,189000.0,2.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1020.0,195000.0,1.0,58.0,1.0,0.0,1.0,18.0,1.0,50.0,2.0
1080.0,195000.0,1.0,60.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0
1700.0,209000.0,1.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
4000.0,210000.0,1.0,70.0,1.0,0.0,1.0,18.0,0.0,0.0,4.0
2100.0,212000.0,2.0,115.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
1180.0,215000.0,2.0,74.0,1.0,0.0,1.0,16.0,0.0,0.0,3.0
9300.0,218000.0,2.0,85.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0
9950.0,225000.0,1.0,57.0,1.0,1.0,1.0,43.0,0.0,0.0,2.0
1200.0,229000.0,1.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2100.0,229000.0,2.0,73.0,1.0,1.0,1.0,6.0,0.0,0.0,2.0
1030.0,230000.0,1.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1020.0,235000.0,1.0,80.0,1.0,0.0,1.0,20.0,1.0,150.0,2.0
1020.0,235000.0,3.0,104.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0
2100.0,235000.0,2.0,73.0,1.0,1.0,1.0,6.0,0.0,0.0,2.0
2627.0,239000.0,2.0,97.0,1.0,1.0,1.0,11.0,0.0,0.0,3.0
1081.0,240000.0,2.0,78.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
6220.0,244800.0,2.0,102.0,1.0,1.0,1.0,18.0,0.0,0.0,4.0
3001.0,249000.0,1.0,61.0,0.0,0.0,1.0,10.0,0.0,0.0,2.0
9200.0,249000.0,2.0,93.0,1.0,1.0,1.0,10.0,0.0,0.0,2.0
9600.0,249000.0,2.0,100.0,1.0,0.0,1.0,10.0,0.0,0.0,2.0
1030.0,250000.0,1.0,72.0,1.0,0.0,1.0,20.0,1.0,80.0,2.0
1080.0,250000.0,2.0,75.0,1.0,0.0,1.0,18.0,1.0,30.0,2.0
1083.0,250000.0,2.0,95.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0
9400.0,254000.0,2.0,90.0,1.0,0.0,1.0,10.0,1.0,32.0,2.0
1140.0,255000.0,1.0,67.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0
1731.0,259000.0,2.0,98.0,1.0,0.0,1.0,7.0,0.0,0.0,2.0
6740.0,260000.0,2.0,133.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
2880.0,264000.0,1.0,77.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
1070.0,265000.0,2.0,77.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0
1080.0,265000.0,2.0,100.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0
1082.0,265000.0,2.0,91.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0
1140.0,265000.0,2.0,87.0,1.0,0.0,1.0,8.0,0.0,0.0,2.0
3300.0,265000.0,2.0,87.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
1831.0,270000.0,2.0,100.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0
1000.0,275000.0,2.0,110.0,1.0,0.0,1.0,26.0,0.0,0.0,2.0
1030.0,275000.0,5.0,241.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0
1080.0,275000.0,2.0,121.0,1.0,0.0,1.0,21.0,0.0,0.0,4.0
1420.0,275000.0,3.0,112.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
4050.0,275000.0,2.0,87.0,1.0,0.0,1.0,23.0,0.0,0.0,2.0
9000.0,275000.0,3.0,110.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
8430.0,280000.0,1.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
1030.0,285000.0,2.0,110.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1060.0,285000.0,2.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
3300.0,285000.0,2.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
1780.0,287000.0,3.0,115.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0
1700.0,289000.0,2.0,116.0,1.0,0.0,0.0,0.0,1.0,1500.0,4.0
4000.0,289000.0,2.0,117.0,1.0,0.0,1.0,9.0,0.0,0.0,2.0
1180.0,295000.0,2.0,91.0,0.0,0.0,1.0,18.0,0.0,0.0,2.0
1020.0,299000.0,3.0,105.0,1.0,0.0,1.0,31.0,1.0,81.0,3.0
1083.0,299000.0,3.0,157.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1083.0,299000.0,3.0,146.0,1.0,0.0,1.0,7.0,0.0,0.0,3.0
1060.0,310000.0,2.0,95.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0
1000.0,315000.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1000.0,315000.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2018.0,320000.0,1.0,66.0,1.0,0.0,1.0,8.0,0.0,0.0,2.0
8000.0,320000.0,2.0,96.0,1.0,1.0,1.0,14.0,0.0,0.0,2.0
1000.0,325000.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1050.0,325000.0,1.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1060.0,325000.0,2.0,95.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0
1190.0,325000.0,1.0,85.0,1.0,0.0,1.0,15.0,1.0,140.0,2.0
1000.0,330000.0,2.0,105.0,0.0,1.0,1.0,16.0,0.0,0.0,2.0
1160.0,330000.0,2.0,87.0,0.0,1.0,1.0,8.0,1.0,8.0,3.0
1030.0,335000.0,2.0,135.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
1160.0,335000.0,2.0,109.0,1.0,0.0,1.0,20.0,0.0,0.0,3.0
1000.0,340000.0,4.0,150.0,1.0,0.0,1.0,11.0,0.0,0.0,2.0
1120.0,340000.0,4.0,150.0,1.0,0.0,1.0,11.0,0.0,0.0,2.0
